074	sukuna_new_074_t02m01_5s.mp3	1.27	en	0.98	So I'll use it to show you.	So I'll use it to show you.
075	sukuna_new_075_t02m03_1s.mp3	1.92	en	0.99	I've grown so bored with you.	I've grown so bored with you.
076	sukuna_new_076_t02m05_4s.mp3	1.62	en	0.98	This sideshow is over.	This sideshow is over.
077	sukuna_new_077_t02m10_0s.mp3	0.96	en	0.94	So dull.	So dull.
078	sukuna_new_078_t02m11_3s.mp3	1.35	en	0.99	I'm just getting started.	I'm just getting started.
079	sukuna_new_079_t02m12_9s.mp3	0.83	en	0.98	What's wrong?	What's wrong?
080	sukuna_new_080_t02m14_1s.mp3	0.56	en	0.97	here.	here.
081	sukuna_new_081_t02m14_9s.mp3	0.60	en	0.90	Hey!	Hey!
082	sukuna_new_082_t02m15_9s.mp3	1.02	en	0.98	I'm making sure.	I'm making sure.
083	sukuna_new_083_t02m17_2s.mp3	0.71	en	0.96	Sorry.	Sorry.
084	sukuna_new_084_t02m18_2s.mp3	0.62	en	0.96	There.	There.
085	sukuna_new_085_t02m19_1s.mp3	0.70	en	0.97	Come on!	Come on!
086	sukuna_new_086_t02m20_4s.mp3	0.51	en	0.70	Eh.	Eh.
087	sukuna_new_087_t02m21_2s.mp3	1.53	en	0.92	How very amusing.	how very amusing
088	sukuna_new_088_t02m23_1s.mp3	1.10	en	0.96	Die here.	Die here.
089	sukuna_new_089_t02m24_5s.mp3	0.70	en	0.93	Die!	Die!
090	sukuna_new_090_t02m25_6s.mp3	0.90	en	0.96	Hold on.	Hold on.
091	sukuna_new_091_t02m26_8s.mp3	1.70	en	0.98	Try to resist for longer.	Try to resist for longer.
092	sukuna_new_092_t02m28_8s.mp3	0.90	en	0.97	Take this!	Take this!
093	sukuna_new_093_t02m29_9s.mp3	0.88	en	0.99	Take this.	Take this.
094	sukuna_new_094_t02m31_0s.mp3	1.42	en	0.99	I'll give you something good.	I'll give you something good.
095	sukuna_new_095_t02m32_8s.mp3	0.70	en	0.98	Take that!	Take that!
096	sukuna_new_096_t02m33_8s.mp3	0.96	en	0.95	Well, now...	Well, now.
097	sukuna_new_097_t02m35_2s.mp3	1.23	en	0.95	You buffoon.	You buffoon.
098	sukuna_new_098_t02m36_7s.mp3	1.53	en	0.76	Ha ha ha ha ha!	Ha ha ha ha!
099	sukuna_new_099_t02m38_5s.mp3	1.57	en	0.99	That feels great!	That feels great!
100	sukuna_new_100_t02m40_3s.mp3	0.76	en	0.86	You're so-	You're so-
101	sukuna_new_101_t02m41_3s.mp3	0.50	en	0.84	week	week
102	sukuna_new_102_t02m42_1s.mp3	1.52	en	0.98	Don't be so frightened.	Don't be so frightened.
103	sukuna_new_103_t02m43_9s.mp3	1.19	en	0.98	Can't make a move.	Can't make a move.
104	sukuna_new_104_t02m45_5s.mp3	0.93	en	0.99	And die	and die.
105	sukuna_new_105_t02m46_7s.mp3	1.50	en	0.98	What are you planning?	What are you planning?
106	sukuna_new_106_t02m48_5s.mp3	1.21	en	0.99	What are you looking at?	What are you looking at?
107	sukuna_new_107_t02m50_0s.mp3	1.40	en	0.99	Try to endure this.	Try to endure this.
108	sukuna_new_108_t02m51_7s.mp3	1.29	en	0.99	Going even hotter.	Going even hotter.
109	sukuna_new_109_t02m53_4s.mp3	0.98	en	0.96	It's over.	It's over.
110	sukuna_new_110_t02m54_8s.mp3	1.29	en	0.99	Try to block this.	Try to block this.
111	sukuna_new_111_t02m56_3s.mp3	1.28	en	0.99	I'll blow you away!	I'll blow you away!
112	sukuna_new_112_t02m58_0s.mp3	1.47	en	0.98	You can still move, right?	You can still move, right?
113	sukuna_new_113_t02m59_9s.mp3	1.11	en	0.89	So naive.	So naive.
114	sukuna_new_114_t03m01_4s.mp3	1.35	en	0.97	He thought I'd let you off.	He thought I'd let you off.
115	sukuna_new_115_t03m03_2s.mp3	1.55	en	0.99	Stop this if you can!	Stop this if you can!
116	sukuna_new_116_t03m05_2s.mp3	1.45	en	0.90	Ha ha ha ha!	HA HA HA!
117	sukuna_new_117_t03m07_0s.mp3	1.13	en	0.97	Here I go.	Here I go.
118	sukuna_new_118_t03m08_6s.mp3	1.43	en	0.97	Can't you respond?	Can't you respond?
119	sukuna_new_119_t03m10_2s.mp3	1.08	en	0.99	I'm not done yet.	I'm not done yet.
120	sukuna_new_120_t03m11_7s.mp3	1.14	en	0.98	Give me some fun.	Give me some fun.
121	sukuna_new_121_t03m13_1s.mp3	0.60	en	0.96	No.	No.
122	sukuna_new_122_t03m14_1s.mp3	0.72	en	0.92	of a kill.	of a kill.
123	sukuna_new_123_t03m15_3s.mp3	1.55	en	0.96	This will suffice.	This will suffice.
124	sukuna_new_124_t03m17_1s.mp3	2.23	en	0.97	I don't even need to get serious.	I don't even need to get serious.
125	sukuna_new_125_t03m19_6s.mp3	1.47	en	0.97	I expected more.	I expected more.
126	sukuna_new_126_t03m21_4s.mp3	1.59	en	0.98	This might be some fun.	This might be some fun.
127	sukuna_new_127_t03m23_5s.mp3	1.69	en	0.97	I'll dice you and it mince me.	I'll dice you and it mince me.
128	sukuna_new_128_t03m25_6s.mp3	2.15	en	0.98	This is how Jujutsu should be you.	This is how Jujutsu should be you.
129	sukuna_new_129_t03m28_4s.mp3	2.45	en	0.99	I'll show you the difference in our levels.	I'll show you the difference in our levels.
130	sukuna_new_130_t03m31_1s.mp3	1.42	en	0.99	I'm bored with you.	I'm bored with you.
131	sukuna_new_131_t03m32_8s.mp3	1.59	en	0.99	I'm warmed up enough now.	I'm warmed up enough now.
132	sukuna_new_132_t03m34_7s.mp3	1.20	en	0.99	Now to end you.	Now to end you.
133	sukuna_new_133_t03m36_3s.mp3	1.23	en	0.99	A few more hits.	A few more hits.
134	sukuna_new_134_t03m37_8s.mp3	1.67	en	0.97	Your tourman's not over yet.	Your tourman's not over yet.
135	sukuna_new_135_t03m39_7s.mp3	1.08	en	0.98	Here's more!	Here's more!
136	sukuna_new_136_t03m41_1s.mp3	1.08	en	0.99	We're not done.	We're not done.
137	sukuna_new_137_t03m42_5s.mp3	1.32	en	0.96	You're next.	You're next.
138	sukuna_new_138_t03m44_1s.mp3	1.62	en	0.99	What a disappointment.	What a disappointment.
139	sukuna_new_139_t03m46_0s.mp3	1.64	en	0.99	Did you really think you'd win?	Did you really think you'd win?
140	sukuna_new_140_t03m47_9s.mp3	1.48	en	0.98	You were out of your depth.	You were out of your depth.
141	sukuna_new_141_t03m49_7s.mp3	0.97	en	0.97	Follow my lead.	Follow my lead.
142	sukuna_new_142_t03m51_0s.mp3	0.53	en	0.93	No.	No.
143	sukuna_new_143_t03m51_9s.mp3	1.28	en	0.99	You did your job.	You did your job.
144	sukuna_new_144_t03m53_4s.mp3	0.89	en	0.97	Thanks for the hand.	Thanks for the hand.
145	sukuna_new_145_t03m54_7s.mp3	1.22	en	0.99	You're in luck.	You're in luck.
146	sukuna_new_146_t03m56_2s.mp3	1.52	en	0.98	This matters little.	This matters little.
147	sukuna_new_147_t03m58_1s.mp3	1.65	en	0.99	Not the best time.	Not the best time.
148	sukuna_new_148_t04m05_0s.mp3	0.64	en	0.75	Ha ha	Heh heh.
149	sukuna_new_149_t04m06_9s.mp3	0.63	en	0.82	Yeah.	Yeah
150	sukuna_new_150_t04m07_9s.mp3	0.56	en	0.72	Uh-huh.	Uh-huh.
151	sukuna_new_151_t04m08_8s.mp3	1.33	en	0.98	Now you've annoyed me.	Now you've annoyed me.
152	sukuna_new_152_t04m10_4s.mp3	0.86	en	0.98	Good hit.	Good hit.
153	sukuna_new_153_t04m11_6s.mp3	1.23	en	0.97	That's the spirit.	That's the spirit.
154	sukuna_new_154_t04m13_3s.mp3	1.20	en	0.98	Give me more!	Give me more!
155	sukuna_new_155_t04m14_9s.mp3	1.14	en	0.99	Well done!	Well done!
156	sukuna_new_156_t04m16_4s.mp3	0.61	en	0.56	Oh	Oh
157	sukuna_new_157_t04m17_2s.mp3	0.72	en	0.82	ha	Ha!
158	sukuna_new_158_t04m18_3s.mp3	0.54	en	0.78	Whoa!	Woah!
159	sukuna_new_159_t04m23_4s.mp3	1.84	en	0.99	Keep going, keep going!	Keep going, keep going!
160	sukuna_new_160_t04m25_6s.mp3	1.16	en	0.98	Are you kidding?	Are you kidding?
161	sukuna_new_161_t04m27_1s.mp3	1.07	en	0.91	That's all.	That's all.
162	sukuna_new_162_t04m28_4s.mp3	0.71	en	0.90	Hey now.	Hey now.
163	sukuna_new_163_t04m29_6s.mp3	1.20	en	0.97	What's wrong?	What's wrong?
164	sukuna_new_164_t04m31_2s.mp3	2.00	en	0.99	Put more curse behind it.	Put more curse behind it.
165	sukuna_new_165_t04m33_4s.mp3	1.28	en	0.97	I have nothing to fear yet.	I have nothing to fear yet.
166	sukuna_new_166_t04m35_2s.mp3	1.54	en	0.98	Get serious.	Get serious.
167	sukuna_new_167_t04m37_0s.mp3	1.64	en	0.98	You're being serious right now.	You're being serious right now.
168	sukuna_new_168_t04m38_8s.mp3	1.30	en	0.99	Use your own power.	Use your own power.
169	sukuna_new_169_t04m40_4s.mp3	1.71	en	0.98	Now we're getting to the fun stuff.	Now we're getting to the fun stuff.
170	sukuna_new_170_t04m42_6s.mp3	0.69	en	0.87	Wow!	Wow!
171	sukuna_new_171_t04m43_7s.mp3	1.36	en	0.99	You're not bad at all.	You're not bad at all.
172	sukuna_new_172_t04m45_4s.mp3	0.95	en	0.99	I was messing.	I was messing.
173	sukuna_new_173_t04m47_8s.mp3	1.07	en	0.98	Are we starting now?	Are we starting now?
174	sukuna_new_174_t04m49_2s.mp3	1.49	en	0.99	I'm not impressed.	I'm not impressed.
175	sukuna_new_175_t04m51_0s.mp3	1.68	en	0.97	I could trash like you.	I could trash like you.
176	sukuna_new_176_t04m53_0s.mp3	1.31	en	0.95	How annoying.	How annoying!
177	sukuna_new_177_t04m54_6s.mp3	1.17	en	0.98	That's interesting.	That's interesting.
178	sukuna_new_178_t04m56_2s.mp3	1.40	en	0.87	What a nuisance.	What a nuisance.
179	sukuna_new_179_t04m57_9s.mp3	1.52	en	0.96	No, I see.	No, I see.
180	sukuna_new_180_t04m59_8s.mp3	1.69	en	0.98	Perhaps you are a worthy opponent.	Perhaps you are a worthy opponent.
181	sukuna_new_181_t05m02_2s.mp3	1.79	en	0.99	Don't look up without permission.	Don't look up without permission.
182	sukuna_new_182_t05m04_5s.mp3	1.78	en	0.98	Know your place.	Know your place.
183	sukuna_new_183_t05m06_6s.mp3	1.43	en	0.97	Hmm, toasty.	Hmm, toasty!
184	sukuna_new_184_t05m08_3s.mp3	1.75	en	1.00	Well, this is stimulating.	Well, this is stimulating.
185	sukuna_new_185_t05m10_4s.mp3	1.51	en	0.98	You're trying to bind me?	You're trying to bind me?
186	sukuna_new_186_t05m12_2s.mp3	1.11	en	0.98	You're strong.	You're strong.
187	sukuna_new_187_t05m13_8s.mp3	1.38	en	0.99	Well placed.	Well placed.
188	sukuna_new_188_t05m15_4s.mp3	2.01	en	1.00	I don't even need Curse Techniques.	I don't even need Curse Techniques.
189	sukuna_new_189_t05m17_7s.mp3	2.15	en	0.99	A cursed technique using a nail.	A cursed technique using a nail.
190	sukuna_new_190_t05m20_2s.mp3	1.26	en	0.99	What does that do?	What does that do?
191	sukuna_new_191_t05m21_8s.mp3	1.29	en	0.99	Perhaps I should thank you.	Perhaps I should thank you.
192	sukuna_new_192_t05m23_4s.mp3	1.79	en	1.00	as numerous as they are weak.	as numerous as they are weak.
193	sukuna_new_193_t05m25_5s.mp3	1.04	en	0.99	That's brave.	That's brave.
194	sukuna_new_194_t05m27_0s.mp3	2.40	en	0.99	A curse technique that swaps positions?	A curse technique that swaps positions?
195	sukuna_new_195_t05m29_7s.mp3	1.55	en	0.97	You call this poison?	You call this poison?
196	sukuna_new_196_t05m31_5s.mp3	1.54	en	0.99	Not enough to stop me.	Not enough to stop me.
197	sukuna_new_197_t05m33_4s.mp3	2.11	en	0.98	Targeting my cursed energy, are you?	Targeting my cursed energy, are you?
198	sukuna_new_198_t05m35_8s.mp3	0.67	en	0.94	It's mental.	It's mental.
199	sukuna_new_199_t05m36_9s.mp3	0.63	en	0.94	open	Open.
200	sukuna_new_200_t05m37_9s.mp3	0.69	en	0.86	CLEE	CLEE
201	sukuna_new_201_t05m39_0s.mp3	1.22	en	0.97	Malevolent Shry.	Malevolent Shry.
202	sukuna_new_202_t05m41_5s.mp3	1.53	en	0.98	Do you have a death wish?	Do you have a death wish?
203	sukuna_new_203_t05m43_3s.mp3	2.22	en	0.98	Don't be so indecisive.	Don't be so indecisive.
204	sukuna_new_204_t05m45_8s.mp3	0.92	en	0.98	Magnificent.	Magnificent!
205	sukuna_new_205_t05m46_9s.mp3	1.84	en	0.99	The complete and total slaughter.	The complete and total slaughter.
206	sukuna_new_206_t05m49_1s.mp3	2.17	en	0.99	I'm about to kill you just for the hell of it.	I'm about to kill you just for the hell of it.
207	sukuna_new_207_t05m51_5s.mp3	1.96	en	0.99	Come on then, show me what you've got!	Come on then, show me what you've got!
208	sukuna_new_208_t05m53_9s.mp3	1.71	en	0.98	Pathetic get lost	Pathetic get lost
209	sukuna_new_209_t05m56_0s.mp3	0.78	en	0.96	Go on now.	Go on now.
210	sukuna_new_210_t05m57_0s.mp3	1.04	en	0.99	Try to get away.	Try to get away.
211	sukuna_new_211_t05m58_5s.mp3	1.17	en	0.97	I'll take you on.	I'll take you on.
212	sukuna_new_212_t06m01_3s.mp3	1.82	en	0.98	You bored me to tears.	You bored me to tears.
213	sukuna_new_213_t06m03_4s.mp3	2.67	en	0.98	I've got no time for the delusional.	I've got no time for the delusional.
214	sukuna_new_214_t06m06_4s.mp3	1.01	en	0.99	I thought worse.	I thought worse.
215	sukuna_new_215_t06m07_8s.mp3	1.82	en	0.97	A trash is still trash.	A trash is still trash.
216	sukuna_new_216_t06m10_0s.mp3	1.94	en	0.97	You lot are putting me to sleep.	You lot are putting me to sleep.
217	sukuna_new_217_t06m12_4s.mp3	2.21	en	0.98	Nothing but boring gutter trash.	Nothing but boring gutter trash.
218	sukuna_new_218_t06m14_8s.mp3	2.78	en	0.98	Maybe there's no one worth fighting in this era.	Maybe there's no one worth fighting in this era.
219	sukuna_new_219_t06m17_9s.mp3	2.18	en	0.99	I'm sick of all the cannon fodder.	I'm sick of all the cannon fodder.
220	sukuna_new_220_t06m20_4s.mp3	1.60	en	0.98	No Main Expansion.	No Main Expansion.
221	sukuna_new_221_t06m22_3s.mp3	1.37	en	0.98	Malevolent Shrine	Malevolent Shrine
222	sukuna_new_222_t06m23_9s.mp3	0.77	en	0.67	Hmm	Hmm
223	sukuna_new_223_t06m25_1s.mp3	1.15	en	0.99	So that's it.	So that's it.
224	sukuna_new_224_t06m26_6s.mp3	0.56	en	0.78	HUH!	HUH!
225	sukuna_new_225_t06m27_5s.mp3	1.15	en	0.79	He-he-he-he!	Heh heh heh!
226	sukuna_new_226_t06m29_1s.mp3	0.65	en	0.83	CLEE	CLEAN
227	sukuna_new_227_t06m30_1s.mp3	3.37	en	0.94	Jujutsu Kaisen. Just so predictable.	Jujutsu Kaisen. Just so predictable.
228	sukuna_new_228_t06m33_8s.mp3	1.61	en	0.98	Nothing noteworthy.	Nothing noteworthy.
229	sukuna_new_229_t06m35_8s.mp3	3.03	en	0.99	Whether you live or die is of no consequence to me.	Whether you live or die is of no consequence to me.
230	sukuna_new_230_t06m39_4s.mp3	1.12	en	0.98	Pipe down.	Pipe down!
231	sukuna_new_231_t06m40_9s.mp3	2.73	en	0.98	Don't forget your place, foolish puppet.	Don't forget your place, foolish puppet.
232	sukuna_new_232_t06m44_0s.mp3	1.28	en	0.97	Doesn't matter to me.	Doesn't matter to me.
233	sukuna_new_233_t06m45_6s.mp3	1.57	en	0.99	Your moves aren't bad at all.	Your moves aren't bad at all.
234	sukuna_new_234_t06m47_5s.mp3	1.51	en	0.97	Don't waste my time.	Don't waste my time.
235	sukuna_new_235_t06m49_5s.mp3	1.14	en	0.98	Is that all?	Is that all?
236	sukuna_new_236_t06m50_9s.mp3	0.55	en	0.39		
237	sukuna_new_237_t06m51_9s.mp3	1.42	en	0.97	That's very good.	That's very good.
238	sukuna_new_238_t06m53_7s.mp3	1.57	en	0.97	Now you've got my attention.	Now you've got my attention.
239	sukuna_new_239_t06m55_8s.mp3	1.27	en	0.99	Get out of my sight.	Get out of my sight.
240	sukuna_new_240_t06m57_4s.mp3	1.13	en	0.99	You did well.	You did well.
241	sukuna_new_241_t06m59_0s.mp3	0.85	en	0.98	Very well then.	Very well then.
242	sukuna_new_242_t07m00_4s.mp3	1.14	en	0.98	I refuse.	I refuse.
243	sukuna_new_243_t07m01_8s.mp3	1.31	en	0.98	I expected more.	I expected more.
244	sukuna_new_244_t07m03_4s.mp3	1.70	en	0.98	You're a pain in the ass.	You're a pain in the ass.
245	sukuna_new_245_t07m05_4s.mp3	0.83	en	0.98	Out of the way.	Out of the way.
246	sukuna_new_246_t07m06_5s.mp3	0.87	en	0.98	Out of the way.	Out of the way.
247	sukuna_new_247_t07m07_7s.mp3	0.94	en	0.97	Don't mind me.	Don't mind me.
248	sukuna_new_248_t07m09_1s.mp3	1.21	en	0.98	Don't mind me.	Don't mind me.
249	sukuna_new_249_t07m12_0s.mp3	1.21	en	0.98	I'll kill this one.	I'll kill this one.
250	sukuna_new_250_t07m13_8s.mp3	2.06	en	0.99	Combine your strength with mine.	Combine your strength with mine.
251	sukuna_new_251_t07m16_2s.mp3	2.08	en	0.99	Combine your strength with mine.	Combine your strength with mine.
252	sukuna_new_252_t07m18_6s.mp3	1.65	en	0.99	Time for an awakened move.	Time for an awakened move.
253	sukuna_new_253_t07m20_7s.mp3	1.49	en	0.98	Time for an awakened mo-	Time for an awakened mo-
254	sukuna_new_254_t07m22_8s.mp3	1.17	en	0.96	We're going for the kill.	We're going for the kill.
255	sukuna_new_255_t07m24_3s.mp3	0.61	en	0.92	Follow me!	Follow me!
256	sukuna_new_256_t07m25_3s.mp3	1.30	en	0.97	We're going for the kill.	We're going for the kill.
257	sukuna_new_257_t07m26_9s.mp3	0.81	en	0.96	Follow me.	Follow me.
258	sukuna_new_258_t07m28_1s.mp3	1.10	en	0.97	How infuriating.	How infuriating.
259	sukuna_new_259_t07m29_6s.mp3	1.01	en	0.99	Get out of my sight!	Get out of my sight!
260	sukuna_new_260_t07m32_4s.mp3	0.92	en	0.97	Get out of my s-	Get out of my s-
261	sukuna_new_261_t07m33_8s.mp3	1.17	en	0.99	Get out of my way!	Get out of my way!
262	sukuna_new_262_t07m35_3s.mp3	1.18	en	0.98	Get out of my way.	Get out of my way.
263	sukuna_new_263_t07m36_9s.mp3	1.95	en	0.98	Follow my lead or I'll kill you.	Follow my lead or I'll kill you.
264	sukuna_new_264_t07m39_4s.mp3	1.79	en	0.96	Follow my leader, I'll kill you.	Follow my leader, I'll kill you.
265	sukuna_new_265_t07m41_8s.mp3	0.85	en	0.97	Not yet.	Not yet.
266	sukuna_new_266_t07m43_2s.mp3	1.29	en	0.97	Is it nearly time?	Is it nearly time?
267	sukuna_new_267_t07m44_8s.mp3	1.54	en	0.98	I'm getting into it now.	I'm getting into it now.
268	sukuna_new_268_t07m46_7s.mp3	0.60	en	0.98	That's the...	That's the...
269	sukuna_new_269_t07m47_8s.mp3	1.55	en	0.98	Just try a little harder.	Just try a little harder.
270	sukuna_new_270_t07m49_8s.mp3	1.86	en	0.99	You really are powerless.	You really are powerless.
271	sukuna_new_271_t07m51_9s.mp3	1.76	en	0.99	Put more curse behind it.	Put more curse behind it.
272	sukuna_new_272_t07m54_7s.mp3	1.10	en	0.98	Oh, interesting.	Oh, interesting.
273	sukuna_new_273_t07m56_2s.mp3	3.71	en	0.97	I'll show you exactly what real jujutsu is.	I'll show you exactly what real jujutsu is.
274	sukuna_new_274_t08m00_1s.mp3	1.66	en	0.98	There's no reason to be scared.	There's no reason to be scared.
275	sukuna_new_275_t08m02_2s.mp3	1.06	en	0.94	Oh, beautiful.	Oh, beautiful.
276	sukuna_new_276_t08m03_7s.mp3	2.25	en	0.98	You couldn't be any more pathetic.	You couldn't be any more pathetic.
277	sukuna_new_277_t08m06_3s.mp3	3.15	en	0.98	Don't poke around inside me without my permission.	Don't poke around inside me without my permission.
278	sukuna_new_278_t08m10_0s.mp3	1.85	en	0.99	You're just so predictable.	You're just so predictable.
279	sukuna_new_279_t08m12_2s.mp3	3.24	en	1.00	So this is when you start burning through your life.	So this is when you start burning through your life.
280	sukuna_new_280_t08m15_8s.mp3	2.71	en	0.98	Whether you live or die doesn't matter to me.	Whether you live or die doesn't matter to me.
281	sukuna_new_281_t08m18_9s.mp3	1.74	en	0.99	Kind of a waste of your talents.	Kind of a waste of your talents.
282	sukuna_new_282_t08m20_9s.mp3	0.57	en	0.78	Ugh.	Ugh.
